,pricebandupper,symbol,applicableMargin,bcEndDate,totalSellQuantity,adhocMargin,companyName,marketType,exDate,bcStartDate,css_status_desc,dayHigh,basePrice,securityVar,pricebandlower,sellQuantity5,sellQuantity4,sellQuantity3,cm_adj_high_dt,sellQuantity2,dayLow,sellQuantity1,quantityTraded,pChange,totalTradedValue,deliveryToTradedQuantity,totalBuyQuantity,averagePrice,indexVar,cm_ffm,purpose,buyPrice2,secDate,buyPrice1,high52,previousClose,ndEndDate,low52,buyPrice4,buyPrice3,recordDate,deliveryQuantity,buyPrice5,priceBand,extremeLossMargin,cm_adj_low_dt,varMargin,sellPrice1,sellPrice2,totalTradedVolume,sellPrice3,sellPrice4,sellPrice5,change,surv_indicator,ndStartDate,buyQuantity4,isExDateFlag,buyQuantity3,buyQuantity2,buyQuantity1,series,faceValue,buyQuantity5,closePrice,open,isinCode,lastPrice
0,3057.45,RELIANCE,15.73,,487097.0,,Reliance Industries Limited,N,11-JUN-21,,Listed,2814.0,2779.5,12.23,2501.55,32.0,30.0,10.0,29-APR-22,857.0,2761.75,11.0,2052618.0,-0.35,73645.75,40.13,212158.0,2785.72,,958951.64,DIVIDEND - RS 7 PER SHARE,2769.0,06-Jun-2022 10:00:00,2769.3,2856.15,2779.5,,2016.25,2768.65,2768.7,14-JUN-21,823656.0,2768.55,No Band,3.5,28-JUL-21,12.23,2769.95,2770.0,2643688.0,2770.05,2770.2,2770.4,-9.60,,,1.0,False,5.0,617.0,10.0,EQ,10.0,500.0,0.0,2780.0,INE002A01018,2769.9
1,3784.15,TCS,13.04,,156692.0,,Tata Consultancy Services Limited,N,25-MAY-22,,Listed,3430.0,3440.15,9.54,3096.15,38.0,10.0,11.0,17-JAN-22,30.0,3377.15,2.0,205013.0,-1.28,10053.28,47.19,104192.0,3395.76,,356308.16,DIVIDEND - RS 22 PER SHARE,3395.95,06-Jun-2022 10:00:00,3396.0,4043.0,3440.15,,3122.65,3395.8,3395.9,26-MAY-22,96748.0,3395.35,No Band,3.5,03-JUN-21,9.54,3396.2,3396.3,296054.0,3396.4,3396.8,3396.85,-43.95,,,13.0,False,79.0,27.0,37.0,EQ,1.0,1.0,0.0,3418.0,INE467B01029,3396.2
2,2505.05,HDFC,16.49,,123650.0,,Housing Development Finance Corporation Limited,N,31-MAY-22,,Listed,2287.0,2277.35,12.99,2049.65,1.0,1.0,1.0,15-NOV-21,1.0,2256.05,101.0,352490.0,0.06,11404.06,62.82,131161.0,2272.45,,412024.09,DIVIDEND - RS 30 PER SHARE,2278.6,06-Jun-2022 10:00:00,2278.65,3021.1,2277.35,,2046.0,2278.45,2278.5,01-JUN-22,221437.0,2278.4,No Band,3.5,08-MAR-22,12.99,2279.0,2279.05,501840.0,2279.1,2279.15,2279.2,1.3,,,79.0,False,117.0,105.0,461.0,EQ,2.0,175.0,0.0,2257.0,INE001A01036,2278.65
3,523.05,WIPRO,15.7,,724478.0,,Wipro Limited,N,05-APR-22,,Listed,472.0,475.5,12.2,427.95,1006.0,615.0,586.0,14-OCT-21,34.0,464.2,255.0,1560929.0,-1.76,10314.56,52.57,600749.0,467.05,,70381.56,INTERIM DIVIDEND - RS 5 PER SHARE,467.05,06-Jun-2022 10:00:00,467.1,739.85,475.5,,443.2,466.95,467.0,06-APR-22,820506.0,466.9,No Band,3.5,25-MAY-22,12.2,467.15,467.25,2208448.0,467.3,467.35,467.4,-8.35,,,380.0,False,1493.0,115.0,143.0,EQ,2.0,2487.0,0.0,472.0,INE075A01022,467.15
4,299.95,ITC,13.96,,1839838.0,,ITC Limited,N,26-MAY-22,,Listed,272.9,272.7,10.46,245.45,8390.0,7038.0,3636.0,20-MAY-22,482.0,269.7,139.0,1539561.0,-0.59,6101.96,60.46,1114234.0,271.16,,238599.18,DIVIDEND - RS 6.25 PER SHARE,271.05,06-Jun-2022 10:00:00,271.1,282.35,272.7,,200.9,270.95,271.0,28-MAY-22,930886.0,270.9,No Band,3.5,09-JUL-21,10.46,271.15,271.2,2250318.0,271.25,271.3,271.35,-1.60,,,1319.0,False,4039.0,516.0,691.0,EQ,1.0,4235.0,0.0,272.4,INE154A01025,271.1
5,166.75,ONGC,19.63,,1797327.0,,Oil & Natural Gas Corporation Limited,N,21-FEB-22,,Listed,156.0,151.6,16.13,136.45,18390.0,9713.0,5468.0,08-MAR-22,6287.0,152.8,825.0,10704676.0,2.54,25688.39,50.69,1795586.0,154.41,,55307.94,INTERIM DIVIDEND - RS 1.75 PER SHARE,155.35,06-Jun-2022 10:00:00,155.4,194.95,151.6,,108.5,155.25,155.3,22-FEB-22,5426272.0,155.2,No Band,3.5,23-AUG-21,16.13,155.45,155.5,16636479.0,155.55,155.6,155.65,3.85,,,22917.0,False,29944.0,15262.0,2971.0,EQ,5.0,26404.0,0.0,153.1,INE213A01029,155.45
6,447.4,HINDALCO,21.46,23-AUG-21,740504.0,,Hindalco Industries Limited,N,12-AUG-21,17-AUG-21,Listed,406.95,406.75,17.96,366.1,863.0,4351.0,3073.0,29-MAR-22,1766.0,395.95,858.0,2673332.0,-0.87,14748.99,47.38,1003744.0,402.3,,59412.44,ANNUAL GENERAL MEETING/DIVIDEND - RS 3 PER SHARE,403.05,06-Jun-2022 10:00:00,403.1,636.0,406.75,,359.8,402.95,403.0,,1266573.0,402.9,No Band,3.5,18-JUN-21,17.96,403.25,403.3,3666166.0,403.35,403.4,403.45,-3.55,,,534.0,False,12772.0,2125.0,5116.0,EQ,1.0,3685.0,0.0,402.6,INE038A01020,403.2
7,170.5,NTPC,15.2,,1506754.0,,NTPC Limited,N,03-FEB-22,,Listed,158.65,155.0,11.7,139.5,25205.0,21956.0,15390.0,19-APR-22,3394.0,155.2,22127.0,3904767.0,2.23,12238.03,59.92,1652453.0,157.21,,73646.18,INTERIM DIVIDEND - RS 4 PER SHARE,158.4,06-Jun-2022 10:00:00,158.45,166.35,155.0,,110.45,158.3,158.35,05-FEB-22,2339862.0,158.25,No Band,3.5,03-JUN-21,11.7,158.5,158.55,7784508.0,158.6,158.65,158.7,3.45,,,13264.0,False,2046.0,200.0,1822.0,EQ,10.0,20131.0,0.0,155.8,INE733E01010,158.45
8,130.1,IOC,15.19,,2047451.0,,Indian Oil Corporation Limited,N,09-FEB-22,,Listed,118.6,118.3,11.69,106.5,38485.0,30358.0,21003.0,09-NOV-21,3951.0,116.7,338.0,2102228.0,-0.80,3325.29,52.34,1972678.0,117.23,,30069.77,INTERIM DIVIDEND - RS  4 PER SHARE,117.25,06-Jun-2022 10:00:00,117.3,141.5,118.3,,101.9,117.15,117.2,10-FEB-22,1100271.0,117.1,No Band,3.5,10-AUG-21,11.69,117.35,117.4,2836555.0,117.45,117.5,117.55,-0.95,,,34869.0,False,95460.0,9979.0,1640.0,EQ,10.0,27671.0,0.0,118.3,INE242A01010,117.35
9,1473.35,GRASIM,16.84,27-AUG-21,133141.0,,Grasim Industries Limited,N,12-AUG-21,14-AUG-21,Listed,1340.0,1339.45,13.34,1205.55,28.0,170.0,28.0,18-JAN-22,41.0,1316.3,39.0,547454.0,-0.78,10387.36,56.13,130570.0,1329.49,,50259.97,ANNUAL GENERAL MEETING/DIVIDEND - RS 5  PER SHARE/ SPECIAL DIVIDEND - RS 4 PER SHARE,1329.0,06-Jun-2022 10:00:00,1329.05,1929.8,1339.45,,1316.3,1328.7,1328.95,,307277.0,1328.65,No Band,3.5,06-JUN-22,13.34,1329.1,1329.15,781304.0,1329.4,1329.7,1329.75,-10.40,,,38.0,False,425.0,489.0,486.0,EQ,2.0,25.0,0.0,1334.0,INE047A01021,1329.05
