,pricebandupper,symbol,applicableMargin,bcEndDate,totalSellQuantity,adhocMargin,companyName,marketType,exDate,bcStartDate,css_status_desc,dayHigh,basePrice,securityVar,pricebandlower,sellQuantity5,sellQuantity4,sellQuantity3,cm_adj_high_dt,sellQuantity2,dayLow,sellQuantity1,quantityTraded,pChange,totalTradedValue,deliveryToTradedQuantity,totalBuyQuantity,averagePrice,indexVar,cm_ffm,purpose,buyPrice2,secDate,buyPrice1,high52,previousClose,ndEndDate,low52,buyPrice4,buyPrice3,recordDate,deliveryQuantity,buyPrice5,priceBand,extremeLossMargin,cm_adj_low_dt,varMargin,sellPrice1,sellPrice2,totalTradedVolume,sellPrice3,sellPrice4,sellPrice5,change,surv_indicator,ndStartDate,buyQuantity4,isExDateFlag,buyQuantity3,buyQuantity2,buyQuantity1,series,faceValue,buyQuantity5,closePrice,open,isinCode,lastPrice
0,3057.45,RELIANCE,15.73,,489172.0,,Reliance Industries Limited,N,11-JUN-21,,Listed,2814.0,2779.5,12.23,2501.55,4254.0,1.0,25.0,29-APR-22,45.0,2761.75,1.0,2052618.0,-0.25,75008.96,40.13,214825.0,2785.43,,958951.64,DIVIDEND - RS 7 PER SHARE,2772.2,06-Jun-2022 10:00:00,2772.5,2856.15,2779.5,,2016.25,2772.1,2772.15,14-JUN-21,823656.0,2772.0,No Band,3.5,28-JUL-21,12.23,2772.8,2772.85,2692904.0,2772.9,2772.95,2773.0,-7.05,,,510.0,False,250.0,265.0,6.0,EQ,10.0,498.0,0.0,2780.0,INE002A01018,2772.45
1,3784.15,TCS,13.04,,158320.0,,Tata Consultancy Services Limited,N,25-MAY-22,,Listed,3430.0,3440.15,9.54,3096.15,24.0,1.0,11.0,17-JAN-22,11.0,3377.15,29.0,205013.0,-1.34,10187.18,47.19,103421.0,3395.75,,356308.16,DIVIDEND - RS 22 PER SHARE,3393.9,06-Jun-2022 10:00:00,3393.95,4043.0,3440.15,,3122.65,3393.5,3393.55,26-MAY-22,96748.0,3393.45,No Band,3.5,03-JUN-21,9.54,3394.0,3394.3,299998.0,3394.45,3394.8,3394.95,-46.15,,,10.0,False,5.0,3.0,1.0,EQ,1.0,57.0,0.0,3418.0,INE467B01029,3394.0
2,2505.05,HDFC,16.49,,121920.0,,Housing Development Finance Corporation Limited,N,31-MAY-22,,Listed,2287.0,2277.35,12.99,2049.65,2.0,100.0,4.0,15-NOV-21,64.0,2256.05,178.0,352490.0,0.21,11548.8,62.82,132925.0,2272.55,,412024.09,DIVIDEND - RS 30 PER SHARE,2282.0,06-Jun-2022 10:00:00,2282.15,3021.1,2277.35,,2046.0,2281.8,2281.95,01-JUN-22,221437.0,2281.7,No Band,3.5,08-MAR-22,12.99,2282.55,2282.6,508187.0,2282.65,2282.7,2282.9,4.8,,,44.0,False,242.0,4.0,132.0,EQ,2.0,2.0,0.0,2257.0,INE001A01036,2282.15
3,523.05,WIPRO,15.7,,716753.0,,Wipro Limited,N,05-APR-22,,Listed,472.0,475.5,12.2,427.95,984.0,800.0,531.0,14-OCT-21,731.0,464.2,71.0,1560929.0,-1.70,10376.53,52.57,609795.0,467.05,,70381.56,INTERIM DIVIDEND - RS 5 PER SHARE,467.3,06-Jun-2022 10:00:00,467.35,739.85,475.5,,443.2,467.2,467.25,06-APR-22,820506.0,467.15,No Band,3.5,25-MAY-22,12.2,467.4,467.5,2221718.0,467.55,467.6,467.65,-8.10,,,1550.0,False,2586.0,224.0,39.0,EQ,2.0,1822.0,0.0,472.0,INE075A01022,467.4
4,299.95,ITC,13.96,,1797535.0,,ITC Limited,N,26-MAY-22,,Listed,272.9,272.7,10.46,245.45,931.0,2506.0,895.0,20-MAY-22,276.0,269.7,797.0,1539561.0,-0.44,6467.79,60.46,1152545.0,271.18,,238599.18,DIVIDEND - RS 6.25 PER SHARE,271.45,06-Jun-2022 10:00:00,271.5,282.35,272.7,,200.9,271.35,271.4,28-MAY-22,930886.0,271.3,No Band,3.5,09-JUL-21,10.46,271.6,271.65,2385056.0,271.7,271.75,271.8,-1.20,,,6117.0,False,4534.0,3615.0,151.0,EQ,1.0,3757.0,0.0,272.4,INE154A01025,271.5
5,166.75,ONGC,19.63,,1888141.0,,Oil & Natural Gas Corporation Limited,N,21-FEB-22,,Listed,156.0,151.6,16.13,136.45,22158.0,22808.0,28866.0,08-MAR-22,10876.0,152.8,11353.0,10704676.0,2.51,26088.72,50.69,1776582.0,154.42,,55307.94,INTERIM DIVIDEND - RS 1.75 PER SHARE,155.3,06-Jun-2022 10:00:00,155.35,194.95,151.6,,108.5,155.2,155.25,22-FEB-22,5426272.0,155.15,No Band,3.5,23-AUG-21,16.13,155.4,155.45,16894652.0,155.5,155.55,155.6,3.8,,,31400.0,False,13655.0,3997.0,311.0,EQ,5.0,17116.0,0.0,153.1,INE213A01029,155.4
6,447.4,HINDALCO,21.46,23-AUG-21,729053.0,,Hindalco Industries Limited,N,12-AUG-21,17-AUG-21,Listed,406.95,406.75,17.96,366.1,2692.0,2021.0,192.0,29-MAR-22,823.0,395.95,2505.0,2673332.0,-0.76,14959.32,47.38,1023989.0,402.32,,59412.44,ANNUAL GENERAL MEETING/DIVIDEND - RS 3 PER SHARE,403.5,06-Jun-2022 10:00:00,403.55,636.0,406.75,,359.8,403.4,403.45,,1266573.0,403.35,No Band,3.5,18-JUN-21,17.96,403.75,403.8,3718263.0,403.85,403.9,403.95,-3.10,,,1574.0,False,1564.0,1218.0,933.0,EQ,1.0,3415.0,0.0,402.6,INE038A01020,403.65
7,170.5,NTPC,15.2,,1652758.0,,NTPC Limited,N,03-FEB-22,,Listed,158.65,155.0,11.7,139.5,9779.0,15972.0,15888.0,19-APR-22,5920.0,155.2,152.0,3904767.0,1.84,12581.63,59.92,1563714.0,157.23,,73646.18,INTERIM DIVIDEND - RS 4 PER SHARE,157.8,06-Jun-2022 10:00:00,157.85,166.35,155.0,,110.45,157.7,157.75,05-FEB-22,2339862.0,157.65,No Band,3.5,03-JUN-21,11.7,157.9,157.95,8002055.0,158.0,158.05,158.1,2.85,,,50771.0,False,34278.0,11391.0,6174.0,EQ,10.0,36218.0,0.0,155.8,INE733E01010,157.85
8,130.1,IOC,15.19,,1645040.0,,Indian Oil Corporation Limited,N,09-FEB-22,,Listed,118.6,118.3,11.69,106.5,64839.0,31553.0,12028.0,09-NOV-21,8810.0,116.7,17088.0,2102228.0,-0.46,3569.55,52.34,2126465.0,117.26,,30069.77,INTERIM DIVIDEND - RS  4 PER SHARE,117.7,06-Jun-2022 10:00:00,117.75,141.5,118.3,,101.9,117.6,117.65,10-FEB-22,1100271.0,117.55,No Band,3.5,10-AUG-21,11.69,117.8,117.85,3044129.0,117.9,117.95,118.0,-0.55,,,16352.0,False,23436.0,11171.0,713.0,EQ,10.0,29481.0,0.0,118.3,INE242A01010,117.75
9,1473.35,GRASIM,16.84,27-AUG-21,131087.0,,Grasim Industries Limited,N,12-AUG-21,14-AUG-21,Listed,1340.0,1339.45,13.34,1205.55,59.0,54.0,90.0,18-JAN-22,1.0,1316.3,36.0,547454.0,-0.89,10667.37,56.13,139045.0,1329.41,,50259.97,ANNUAL GENERAL MEETING/DIVIDEND - RS 5  PER SHARE/ SPECIAL DIVIDEND - RS 4 PER SHARE,1327.5,06-Jun-2022 10:00:00,1327.55,1929.8,1339.45,,1316.3,1327.35,1327.4,,307277.0,1327.25,No Band,3.5,06-JUN-22,13.34,1327.6,1327.9,802414.0,1328.0,1328.1,1328.15,-11.90,,,410.0,False,475.0,31.0,806.0,EQ,2.0,622.0,0.0,1334.0,INE047A01021,1327.55
10,363.7,DLF,22.22,,465415.0,,DLF Limited,N,23-AUG-21,,Listed,330.45,330.65,18.72,297.6,4221.0,748.0,1853.0,18-OCT-21,556.0,323.05,799.0,1349916.0,-1.60,6038.06,41.37,555763.0,326.08,,20461.57,DIVIDEND - RS 2 PER SHARE,325.1,06-Jun-2022 10:00:00,325.15,449.7,330.65,,279.45,325.0,325.05,24-AUG-21,558419.0,324.95,No Band,3.5,01-JUL-21,18.72,325.3,325.35,1851711.0,325.4,325.45,325.5,-5.30,,,2267.0,False,1024.0,1209.0,147.0,EQ,2.0,617.0,0.0,329.8,INE271C01023,325.35
11,1057.0,CIPLA,14.15,25-AUG-21,183219.0,,Cipla Limited,N,09-AUG-21,11-AUG-21,Listed,979.7,960.95,10.65,864.9,1000.0,310.0,27.0,15-MAR-22,46.0,960.5,92.0,412383.0,1.22,7202.56,45.59,328029.0,972.99,,49619.71,ANNUAL GENERAL MEETING/DIVIDEND - RS 5 PER SHARE,972.15,06-Jun-2022 10:00:00,972.2,1083.0,960.95,,850.0,972.05,972.1,,188014.0,972.0,No Band,3.5,17-DEC-21,10.65,972.7,972.75,740250.0,972.95,973.0,973.05,11.75,,,44.0,False,617.0,281.0,234.0,EQ,2.0,625.0,0.0,960.95,INE059A01026,972.7
12,2583.5,SIEMENS,15.28,04-FEB-22,40978.0,,Siemens Limited,N,20-JAN-22,22-JAN-22,Listed,2364.0,2348.65,11.78,2113.8,1.0,1.0,1.0,13-DEC-21,1.0,2327.9,23.0,18562.0,0.58,798.4,45.52,48853.0,2348.43,,20910.05,DIVIDEND - RS 8 PER SHARE,2361.0,06-Jun-2022 10:00:00,2361.05,2576.85,2348.65,,1920.0,2360.85,2360.9,,8450.0,2360.65,No Band,3.5,28-JUL-21,11.78,2362.2,2362.3,33997.0,2362.55,2362.8,2363.05,13.55,,,3.0,False,17.0,8.0,1.0,EQ,2.0,16.0,0.0,2344.1,INE003A01024,2362.2
13,360.95,BPCL,16.22,,591121.0,,Bharat Petroleum Corporation Limited,N,10-FEB-22,,Listed,327.9,328.15,12.72,295.35,2955.0,2033.0,1719.0,14-SEP-21,184.0,320.0,568.0,1012715.0,-1.78,4365.39,56.08,660754.0,322.5,,31320.97,INTERIM DIVIDEND - RS 5 PER SHARE,322.15,06-Jun-2022 10:00:00,322.2,503.0,328.15,,312.2,322.05,322.1,11-FEB-22,567897.0,322.0,No Band,3.5,26-MAY-22,12.72,322.3,322.35,1353609.0,322.4,322.45,322.5,-5.85,,,2879.0,False,2389.0,209.0,217.0,EQ,10.0,1098.0,0.0,327.5,INE029A01011,322.3
