,symbol,lastPrice,dayHigh,dayLow,closePrice,open,timestamp_ID,stock_market_ID,company_ID
394,DLF,324.5,330.45,323.05,0.0,329.8,16,1,10
395,CIPLA,972.7,979.7,960.5,0.0,960.95,16,1,11
396,SIEMENS,2359.7,2364.0,2327.9,0.0,2344.1,16,1,12
397,BPCL,322.0,327.9,320.0,0.0,327.5,16,1,13
398,SRF,2342.45,2393.95,2331.0,0.0,2375.0,16,1,14
399,BRITANNIA,3466.9,3535.0,3450.05,0.0,3530.0,16,1,15
400,MINDTREE,3001.7,3062.0,2980.0,0.0,3055.25,16,1,16
401,GAIL,148.75,149.95,146.0,0.0,146.1,16,1,17
402,ZOMATO,70.7,71.2,69.2,0.0,70.0,16,1,18
403,MARICO,509.55,513.4,506.35,0.0,513.4,16,1,19
404,MPHASIS,2505.6,2552.85,2495.6,0.0,2549.0,16,1,20
405,IRCTC,653.1,665.0,648.15,0.0,665.0,16,1,21
406,UPL,766.9,778.8,764.55,0.0,771.95,16,1,22
407,GLAND,2827.0,2845.85,2788.3,0.0,2838.0,16,1,23
408,RELIANCE,2770.25,2814.0,2761.75,0.0,2780.0,17,1,0
409,TCS,3391.65,3430.0,3377.15,0.0,3418.0,17,1,1
410,HDFC,2281.95,2287.0,2256.05,0.0,2257.0,17,1,2
411,WIPRO,467.45,472.0,464.2,0.0,472.0,17,1,3
412,ITC,271.6,272.9,269.7,0.0,272.4,17,1,4
413,ONGC,155.4,156.0,152.8,0.0,153.1,17,1,5
414,HINDALCO,404.3,406.95,395.95,0.0,402.6,17,1,6
415,NTPC,157.85,158.65,155.2,0.0,155.8,17,1,7
416,IOC,117.75,118.6,116.7,0.0,118.3,17,1,8
417,GRASIM,1327.55,1340.0,1316.3,0.0,1334.0,17,1,9
418,DLF,325.35,330.45,323.05,0.0,329.8,17,1,10
419,CIPLA,973.05,979.7,960.5,0.0,960.95,17,1,11
420,SIEMENS,2363.0,2364.0,2327.9,0.0,2344.1,17,1,12
421,BPCL,322.25,327.9,320.0,0.0,327.5,17,1,13
422,SRF,2346.75,2393.95,2331.0,0.0,2375.0,17,1,14
423,BRITANNIA,3467.25,3535.0,3450.05,0.0,3530.0,17,1,15
424,MINDTREE,3004.0,3062.0,2980.0,0.0,3055.25,17,1,16
425,GAIL,148.9,149.95,146.0,0.0,146.1,17,1,17
426,ZOMATO,71.0,71.2,69.2,0.0,70.0,17,1,18
427,MARICO,510.3,513.4,506.35,0.0,513.4,17,1,19
428,MPHASIS,2510.0,2552.85,2495.6,0.0,2549.0,17,1,20
429,IRCTC,654.45,665.0,648.15,0.0,665.0,17,1,21
430,UPL,768.35,778.8,764.55,0.0,771.95,17,1,22
431,GLAND,2827.0,2845.85,2788.3,0.0,2838.0,17,1,23
432,RELIANCE,2794.0,2814.0,2761.75,0.0,2780.0,18,1,0
433,TCS,3391.2,3430.0,3380.0,0.0,3418.0,18,1,1
434,HDFC,2279.2,2287.0,2256.05,0.0,2257.0,18,1,2
435,WIPRO,467.0,472.0,464.2,0.0,472.0,18,1,3
436,ITC,271.2,272.9,269.7,0.0,272.4,18,1,4
437,ONGC,153.9,155.3,152.8,0.0,153.1,18,1,5
438,HINDALCO,404.6,406.2,395.95,0.0,402.6,18,1,6
439,NTPC,157.4,157.85,155.2,0.0,155.8,18,1,7
440,IOC,117.15,118.6,116.7,0.0,118.3,18,1,8
441,GRASIM,1329.6,1339.9,1316.3,0.0,1334.0,18,1,9
442,DLF,324.0,330.45,323.85,0.0,329.8,18,1,10
443,CIPLA,971.4,975.0,960.5,0.0,960.95,18,1,11
444,SIEMENS,2351.0,2358.85,2327.9,0.0,2344.1,18,1,12
445,BPCL,322.6,327.9,320.0,0.0,327.5,18,1,13
446,SRF,2350.2,2393.95,2331.0,0.0,2375.0,18,1,14
447,BRITANNIA,3456.75,3535.0,3452.45,0.0,3530.0,18,1,15
448,MINDTREE,2986.0,3062.0,2980.0,0.0,3055.25,18,1,16
449,GAIL,149.05,149.35,146.0,0.0,146.1,18,1,17
450,ZOMATO,70.3,71.0,69.2,0.0,70.0,18,1,18
451,MARICO,507.1,513.4,506.35,0.0,513.4,18,1,19
452,MPHASIS,2512.05,2552.85,2500.0,0.0,2549.0,18,1,20
453,IRCTC,651.6,665.0,648.15,0.0,665.0,18,1,21
454,UPL,768.55,778.8,764.55,0.0,771.95,18,1,22
455,GLAND,2807.05,2845.85,2788.3,0.0,2838.0,18,1,23
456,RELIANCE,2786.85,2814.0,2761.75,0.0,2780.0,19,1,0
457,TCS,3390.0,3430.0,3380.0,0.0,3418.0,19,1,1
458,HDFC,2277.0,2287.0,2256.05,0.0,2257.0,19,1,2
459,WIPRO,465.8,472.0,464.2,0.0,472.0,19,1,3
460,ITC,271.7,272.9,269.7,0.0,272.4,19,1,4
461,ONGC,153.8,155.3,152.8,0.0,153.1,19,1,5
462,HINDALCO,404.25,406.2,395.95,0.0,402.6,19,1,6
463,NTPC,157.35,157.85,155.2,0.0,155.8,19,1,7
464,IOC,117.1,118.6,116.7,0.0,118.3,19,1,8
465,GRASIM,1329.1,1339.9,1316.3,0.0,1334.0,19,1,9
466,DLF,324.15,330.45,323.1,0.0,329.8,19,1,10
467,CIPLA,971.5,975.0,960.5,0.0,960.95,19,1,11
468,SIEMENS,2348.0,2358.85,2327.9,0.0,2344.1,19,1,12
469,BPCL,321.9,327.9,320.0,0.0,327.5,19,1,13
470,SRF,2339.65,2393.95,2331.0,0.0,2375.0,19,1,14
471,BRITANNIA,3455.05,3535.0,3452.45,0.0,3530.0,19,1,15
472,MINDTREE,2987.95,3062.0,2980.0,0.0,3055.25,19,1,16
473,GAIL,148.75,149.35,146.0,0.0,146.1,19,1,17
474,ZOMATO,70.1,71.0,69.2,0.0,70.0,19,1,18
475,MARICO,507.2,513.4,506.35,0.0,513.4,19,1,19
476,MPHASIS,2508.7,2552.85,2500.0,0.0,2549.0,19,1,20
477,IRCTC,652.9,665.0,648.15,0.0,665.0,19,1,21
478,UPL,767.0,778.8,764.55,0.0,771.95,19,1,22
479,GLAND,2814.9,2845.85,2788.3,0.0,2838.0,19,1,23
